663,463,203,588,882,407,1519,1672
23494,653,714,3186,662,538,1299,671
623,2273,658,23448,331,722,550,666
198,54,714,1164,170,855,1500,751
753,722,748,712,569,912,522,21384
669,1116,1940,732,771,900,378,511
72,755,22437,406,879,949,569,360
1118,315,749,495,378,38,719,460
1135,11355,2420,1040,23272,1215,1183,1359
407,517,722,801,1911,708,465,1346
504,182,633,268,480,874,2730,22421
583,983,460,562,943,1168,719,936
21498,637,802,593,490,1035,1080,796
809,1403,2025,174,978,48,626,463
258,365,760,746,739,827,641,727
340,600,420,955,334,341,679,728
2792,722,648,1232,593,455,650,527
438,303,693,23871,502,549,317,902
24405,684,12444,540,273,356,248,352
3045,918,848,2397,1600,628,373,874
1493,24138,24512,519,23078,1320,11503,1349
23400,724,1054,290,452,1683,97,1031
322,754,1091,1150,640,68,1539,140
403,404,23068,1008,422,420,1387,3155
434,431,958,855,331,403,2531,308
11941,930,338,1997,452,570,1484,2404
227,1351,357,1916,821,23813,405,1123
528,212,368,1122,1148,759,767,542
844,666,397,366,1524,320,667,459
917,1432,232,711,1503,840,783,982
1003,283,496,1194,501,462,118,374
811,548,110,2474,220,779,820,501
247,1095,1116,1428,1042,569,1125,281
1534,1220,39,292,658,692,145,149
393,1015,869,883,903,1248,1663,22857
21392,486,210,562,1290,171,137,788
940,499,1261,514,1236,1477,427,614
1292,559,698,792,303,221,435,533
504,1038,492,1009,789,922,604,775
503,648,1142,242,593,333,297,284
738,511,293,2101,2004,1006,45,236
164,1037,619,615,888,592,1090,1215
22807,22974,24241,23207,742,681,501,855
741,1301,1839,301,973,1133,1677,22625
615,952,759,1642,289,1109,1403,1805
885,664,1147,631,509,727,690,631
1492,44,22894,323,490,120,972,1110
615,12685,976,1712,342,153,581,1031
1219,807,131,806,358,93,490,558
836,143,2087,1161,1836,90,1834,906
728,1022,406,651,502,710,726,149
898,531,371,459,352,2253,84,1530
617,256,568,24401,813,985,227,464
258,560,1161,302,653,586,604,1731
685,676,21577,506,401,486,1439,1181
1367,419,724,74,1304,457,1264,1040
394,1061,1466,401,1251,665,1353,24597
401,1135,68,809,1113,918,1792,1460
21392,486,210,562,1290,171,137,788
401,1135,68,809,1113,918,1792,1460
504,182,633,268,480,874,2730,22421
898,531,371,459,352,2253,84,1530
1492,44,22894,323,490,120,972,1110
23400,724,1054,290,452,1683,97,1031
615,12685,976,1712,342,153,581,1031
21498,637,802,593,490,1035,1080,796
844,666,397,366,1524,320,667,459
504,1038,492,1009,789,922,604,775
72,755,22437,406,879,949,569,360
940,499,1261,514,1236,1477,427,614
247,1095,1116,1428,1042,569,1125,281
1219,807,131,806,358,93,490,558
615,952,759,1642,289,1109,1403,1805
583,983,460,562,943,1168,719,936
322,754,1091,1150,640,68,1539,140
753,722,748,712,569,912,522,21384
617,256,568,24401,813,985,227,464
434,431,958,855,331,403,2531,308
340,600,420,955,334,341,679,728
738,511,293,2101,2004,1006,45,236
503,648,1142,242,593,333,297,284
885,664,1147,631,509,727,690,631
3045,918,848,2397,1600,628,373,874
528,212,368,1122,1148,759,767,542
24405,684,12444,540,273,356,248,352
728,1022,406,651,502,710,726,149
227,1351,357,1916,821,23813,405,1123
438,303,693,23871,502,549,317,902
403,404,23068,1008,422,420,1387,3155
258,560,1161,302,653,586,604,1731
1118,315,749,495,378,38,719,460
22807,22974,24241,23207,742,681,501,855
1292,559,698,792,303,221,435,533
836,143,2087,1161,1836,90,1834,906
