21499,696,1347,582,918,27,639,1664
264,2086,241,656,543,280,932,2034
2520,565,2523,417,641,576,986,450
248,460,818,545,632,235,1266,347
826,260,211,631,305,524,767,953
536,1278,515,563,690,843,3474,405
416,803,196,208,278,623,230,573
431,1547,700,199,1811,3018,667,193
280,1415,435,1090,23187,826,852,679
842,592,590,405,748,1826,23053,808
1057,612,1080,1110,494,574,442,810
285,801,851,1275,449,21673,11368,626
385,530,1150,1103,373,177,232,654
335,25903,720,758,1231,270,1490,975
688,481,1231,535,476,285,559,2471
22834,274,1256,528,1169,224,628,427
469,175,1144,295,512,583,452,824
743,851,1,635,547,845,650,1029
865,835,893,531,296,706,1487,1934
152,422,718,604,549,760,18,661
580,730,408,399,1565,794,900,950
115,705,437,770,864,741,113,11685
209,332,12148,254,1885,504,1606,407
310,1007,320,721,940,11531,869,1302
1760,760,850,157,204,236,874,582
1029,710,153,414,2269,198,596,948
1798,776,240,301,715,132,362,636
1431,232,187,723,252,921,601,82
640,416,697,1189,375,237,310,837
601,674,949,1294,3123,84,2307,912
1800,1383,1969,392,578,685,466,1202
282,914,773,648,803,957,707,263
163,920,530,504,306,642,976,337
617,583,352,659,1061,539,275,792
1497,802,680,933,1206,1653,744,740
177,360,299,826,538,241,976,1650
740,252,1194,853,1044,3191,1555,685
1104,1419,563,342,607,1272,695,1552
359,508,670,535,504,576,1043,980
279,22746,1186,103,39,884,42,68
125,1017,724,711,23066,928,647,658
22965,1073,50,1089,1418,386,335,1230
773,356,1055,1010,410,1485,932,1215
1184,1006,500,922,663,1438,814,398
664,1321,445,501,398,847,451,2748
518,657,682,293,1055,1098,1874,614
226,11517,868,516,22573,645,1381,1977
23674,1048,1243,631,249,577,530,759
663,263,509,545,983,566,968,633
2484,937,12965,2621,1284,566,1994,415
616,443,741,626,785,1024,654,364
204,668,22057,683,469,1317,1763,413
448,367,316,469,662,816,1039,1507
263,1140,424,61,872,511,22081,1363
1975,518,640,436,458,587,873,1271
883,619,532,191,2546,863,592,936
729,745,481,571,705,1032,836,505
545,320,863,1119,650,455,709,510
177,360,299,826,538,241,976,1650
545,320,863,1119,650,455,709,510
1057,612,1080,1110,494,574,442,810
204,668,22057,683,469,1317,1763,413
226,11517,868,516,22573,645,1381,1977
115,705,437,770,864,741,113,11685
23674,1048,1243,631,249,577,530,759
385,530,1150,1103,373,177,232,654
640,416,697,1189,375,237,310,837
359,508,670,535,504,576,1043,980
416,803,196,208,278,623,230,573
740,252,1194,853,1044,3191,1555,685
163,920,530,504,306,642,976,337
663,263,509,545,983,566,968,633
664,1321,445,501,398,847,451,2748
285,801,851,1275,449,21673,11368,626
209,332,12148,254,1885,504,1606,407
826,260,211,631,305,524,767,953
448,367,316,469,662,816,1039,1507
1760,760,850,157,204,236,874,582
22834,274,1256,528,1169,224,628,427
125,1017,724,711,23066,928,647,658
279,22746,1186,103,39,884,42,68
518,657,682,293,1055,1098,1874,614
152,422,718,604,549,760,18,661
1431,232,187,723,252,921,601,82
865,835,893,531,296,706,1487,1934
616,443,741,626,785,1024,654,364
1798,776,240,301,715,132,362,636
743,851,1,635,547,845,650,1029
310,1007,320,721,940,11531,869,1302
263,1140,424,61,872,511,22081,1363
431,1547,700,199,1811,3018,667,193
773,356,1055,1010,410,1485,932,1215
1104,1419,563,342,607,1272,695,1552
2484,937,12965,2621,1284,566,1994,415
