883,749,360,1776,839,934,625,1569
844,532,766,509,83,11769,23743,38
665,648,646,815,608,272,1034,317
436,948,295,974,1032,695,960,925
681,837,2185,344,572,601,155,586
23950,315,1150,505,1033,765,841,159
1233,902,22194,495,1132,544,257,22368
200,1248,716,466,1196,583,28672,1718
686,1200,1162,522,719,748,1141,982
425,1073,593,984,686,194,1108,597
573,1189,463,529,573,273,464,489
371,557,420,329,1216,1113,22217,616
2316,677,610,1120,748,457,1709,539
1143,436,569,27422,716,504,485,1305
590,273,2488,2276,487,758,38,439
900,1081,21943,599,1387,1736,1370,1075
1922,386,484,1221,1463,6,783,426
583,700,396,42,1049,886,212,63
391,1193,281,695,24479,1669,2039,940
1348,607,541,113,486,573,23090,863
426,1015,1548,1490,23658,777,719,1537
639,475,571,210,1049,432,570,121
501,226,200,558,21779,1080,299,931
583,542,54,1032,422,321,178,303
712,575,957,296,1078,656,851,579
38,443,856,301,209,327,373,1865
816,759,646,575,168,1832,514,369
1009,4617,618,434,787,600,655,589
947,540,561,776,422,1034,1322,839
612,436,1097,814,1362,330,523,22046
1335,423,384,553,515,322,623,1260
647,21502,449,1694,1277,979,248,925
1419,628,811,553,1467,285,1086,222
781,656,831,309,297,41,413,355
1235,449,900,22307,617,824,707,23703
192,638,393,609,463,287,343,448
989,267,162,1485,478,594,617,789
794,781,866,455,1078,1049,627,404
983,530,967,1102,746,636,1048,574
1259,858,709,438,819,77,673,285
1088,357,984,987,709,1006,141,796
533,615,783,931,401,764,1044,561
2145,957,688,587,513,23228,797,679
769,563,590,356,334,21453,817,274
917,165,217,412,480,250,855,22438
382,235,854,1201,582,1411,1050,441
645,23161,688,986,519,22534,11525,709
600,1148,1651,952,12074,552,2120,1197
564,510,373,381,1108,22010,989,320
350,286,310,492,186,471,2084,27831
887,1067,1067,1019,564,195,21258,944
171,1798,412,935,426,397,163,1661
928,710,999,910,735,1315,11249,358
132,807,814,750,1533,22743,973,1013
385,69,469,228,1513,343,480,557
1208,552,340,645,1053,944,487,463
725,668,12635,1176,635,328,1146,1168
844,526,1077,1882,757,953,430,1833
192,638,393,609,463,287,343,448
844,526,1077,1882,757,953,430,1833
573,1189,463,529,573,273,464,489
171,1798,412,935,426,397,163,1661
645,23161,688,986,519,22534,11525,709
639,475,571,210,1049,432,570,121
600,1148,1651,952,12074,552,2120,1197
2316,677,610,1120,748,457,1709,539
947,540,561,776,422,1034,1322,839
983,530,967,1102,746,636,1048,574
1233,902,22194,495,1132,544,257,22368
989,267,162,1485,478,594,617,789
1419,628,811,553,1467,285,1086,222
564,510,373,381,1108,22010,989,320
917,165,217,412,480,250,855,22438
371,557,420,329,1216,1113,22217,616
501,226,200,558,21779,1080,299,931
681,837,2185,344,572,601,155,586
928,710,999,910,735,1315,11249,358
712,575,957,296,1078,656,851,579
900,1081,21943,599,1387,1736,1370,1075
1088,357,984,987,709,1006,141,796
1259,858,709,438,819,77,673,285
382,235,854,1201,582,1411,1050,441
1348,607,541,113,486,573,23090,863
1009,4617,618,434,787,600,655,589
391,1193,281,695,24479,1669,2039,940
887,1067,1067,1019,564,195,21258,944
816,759,646,575,168,1832,514,369
583,700,396,42,1049,886,212,63
583,542,54,1032,422,321,178,303
132,807,814,750,1533,22743,973,1013
200,1248,716,466,1196,583,28672,1718
2145,957,688,587,513,23228,797,679
794,781,866,455,1078,1049,627,404
350,286,310,492,186,471,2084,27831
