1736,3250,734,1780,870,586,1053,82
587,974,25863,723,556,1192,632,763
397,450,545,342,643,249,181,300
162,677,361,11671,472,342,679,394
439,21944,761,656,746,758,291,403
474,563,23,300,88,1265,486,1142
1119,428,765,633,1037,23791,529,497
1310,23892,240,712,1130,408,1352,12259
709,1006,263,448,1529,775,461,864
1292,700,796,707,22621,449,1531,553
699,1034,574,2072,385,3013,538,1568
2105,432,716,513,299,753,658,86
2509,603,676,392,54,1503,365,1066
597,1062,321,1300,216,419,344,584
955,879,339,220,788,913,479,767
749,1071,284,1111,803,511,206,371
279,1015,953,435,963,611,1947,778
1311,11780,1717,22871,1154,28672,568,2015
236,1333,737,353,700,2393,483,1906
549,1461,1071,549,477,233,232,551
606,382,1212,1530,575,772,603,71
22519,23151,699,870,1098,200,23279,11907
391,1493,746,842,1374,633,468,168
334,22852,2005,22568,1128,1981,758,540
382,233,634,263,212,1918,589,581
548,73,797,1157,792,430,163,878
455,569,695,733,170,1972,1116,597
710,877,23818,101,1112,1071,456,845
682,813,571,773,513,22685,1112,258
742,1249,250,1176,930,843,794,1488
1718,730,846,24137,344,426,184,505
490,595,22336,508,367,890,183,282
888,2630,22071,599,752,22950,23144,1231
895,218,1374,576,294,427,637,420
112,22441,279,23410,258,824,384,53
382,572,848,119,676,321,1484,632
774,845,818,778,393,809,392,79
713,862,942,623,888,648,623,717
583,751,641,807,903,487,863,508
331,2527,506,762,567,953,945,1275
213,233,729,944,1598,1201,1087,922
2012,739,1264,25479,828,1957,356,23288
647,336,829,908,798,23997,346,1760
1462,264,1445,11254,23013,414,2667,511
247,572,401,1209,354,468,1426,661
185,592,355,3009,720,847,1358,960
635,486,1200,440,112,497,845,545
15,461,499,1917,327,88,202,204
1926,560,1232,366,126,229,695,60
2820,393,863,24671,339,423,655,2094
2928,543,22035,433,381,678,778,1081
209,2314,451,435,669,105,1065,1331
22776,519,1775,185,1042,263,1472,91
814,347,503,585,364,458,991,313
598,667,579,738,758,500,455,446
208,1172,1271,165,435,276,2641,1286
549,1124,422,507,24350,974,1008,1008
1133,882,586,586,845,932,768,792
382,572,848,119,676,321,1484,632
1133,882,586,586,845,932,768,792
699,1034,574,2072,385,3013,538,1568
209,2314,451,435,669,105,1065,1331
635,486,1200,440,112,497,845,545
22519,23151,699,870,1098,200,23279,11907
15,461,499,1917,327,88,202,204
2509,603,676,392,54,1503,365,1066
682,813,571,773,513,22685,1112,258
583,751,641,807,903,487,863,508
1119,428,765,633,1037,23791,529,497
774,845,818,778,393,809,392,79
888,2630,22071,599,752,22950,23144,1231
1926,560,1232,366,126,229,695,60
247,572,401,1209,354,468,1426,661
2105,432,716,513,299,753,658,86
391,1493,746,842,1374,633,468,168
439,21944,761,656,746,758,291,403
22776,519,1775,185,1042,263,1472,91
382,233,634,263,212,1918,589,581
749,1071,284,1111,803,511,206,371
213,233,729,944,1598,1201,1087,922
331,2527,506,762,567,953,945,1275
185,592,355,3009,720,847,1358,960
549,1461,1071,549,477,233,232,551
710,877,23818,101,1112,1071,456,845
236,1333,737,353,700,2393,483,1906
2928,543,22035,433,381,678,778,1081
455,569,695,733,170,1972,1116,597
1311,11780,1717,22871,1154,28672,568,2015
334,22852,2005,22568,1128,1981,758,540
814,347,503,585,364,458,991,313
1310,23892,240,712,1130,408,1352,12259
647,336,829,908,798,23997,346,1760
713,862,942,623,888,648,623,717
2820,393,863,24671,339,423,655,2094
