639,820,314,509,839,2063,390,592
622,611,387,905,881,959,502,1493
288,1582,2004,580,1076,510,526,428
1289,818,2431,23756,363,746,22623,1139
739,731,489,22014,1746,844,637,1611
1469,347,664,13707,22878,366,613,23273
164,189,555,23080,605,915,2309,1184
668,545,713,885,623,351,856,176
450,1099,428,612,657,1795,785,390
406,89,758,500,1234,1451,552,2021
834,700,67,220,1102,786,969,28672
570,821,1111,1116,3246,449,770,458
516,23037,11907,605,1404,22169,523,3787
1494,1791,605,482,463,974,1077,753
784,317,266,658,453,239,454,325
294,21524,641,475,2123,220,896,1832
23641,1065,60,646,521,1719,2168,564
807,1319,1131,1064,274,231,907,1852
283,409,562,1215,1561,23515,256,807
763,595,23523,827,208,665,1609,23089
427,798,619,841,1036,585,1181,710
1704,1554,2197,758,22599,428,1355,1550
724,919,741,1457,1813,393,12,1481
201,1253,363,572,89,361,1877,21
1285,1127,275,934,668,1029,1543,141
1886,328,930,5,104,1250,1789,2005
790,1042,436,554,24795,1056,11999,881
539,795,3450,1457,882,1005,346,1278
401,1159,1157,300,229,961,240,683
681,1660,781,753,11997,410,453,474
28672,1216,315,1017,759,580,1002,1060
662,758,427,338,1229,751,192,143
1155,450,1220,436,1890,567,21979,1153
1219,789,54,4036,703,1416,3333,469
472,1019,367,812,1290,652,1067,1491
430,21088,1746,782,246,298,887,783
2402,514,22104,990,235,280,805,1154
759,568,440,951,1645,393,1080,624
601,24849,1747,1211,840,487,534,901
290,1258,792,756,644,483,1647,726
558,939,695,284,1569,1900,276,187
1249,1062,22731,23765,129,537,11418,802
625,465,1579,325,1327,332,797,429
1854,736,1123,547,85,199,120,243
544,534,917,628,370,1268,403,197
25281,1082,365,1074,810,1277,235,954
422,1609,22990,988,1326,528,945,22440
23022,1388,1338,413,709,23901,1006,662
1518,1130,21524,2244,994,317,818,2030
348,535,196,1265,600,192,221,504
1235,522,559,374,243,225,401,1195
108,184,22093,1120,1358,899,2041,522
592,851,80,330,753,1573,1128,894
808,781,273,1356,407,822,469,375
2822,186,21409,1696,518,692,509,955
344,130,253,570,291,1083,509,22415
1465,226,1943,204,1399,457,867,578
770,352,750,1636,838,937,1251,647
430,21088,1746,782,246,298,887,783
770,352,750,1636,838,937,1251,647
834,700,67,220,1102,786,969,28672
108,184,22093,1120,1358,899,2041,522
422,1609,22990,988,1326,528,945,22440
1704,1554,2197,758,22599,428,1355,1550
23022,1388,1338,413,709,23901,1006,662
516,23037,11907,605,1404,22169,523,3787
401,1159,1157,300,229,961,240,683
601,24849,1747,1211,840,487,534,901
164,189,555,23080,605,915,2309,1184
2402,514,22104,990,235,280,805,1154
1155,450,1220,436,1890,567,21979,1153
1518,1130,21524,2244,994,317,818,2030
544,534,917,628,370,1268,403,197
570,821,1111,1116,3246,449,770,458
724,919,741,1457,1813,393,12,1481
739,731,489,22014,1746,844,637,1611
592,851,80,330,753,1573,1128,894
1285,1127,275,934,668,1029,1543,141
294,21524,641,475,2123,220,896,1832
558,939,695,284,1569,1900,276,187
290,1258,792,756,644,483,1647,726
25281,1082,365,1074,810,1277,235,954
763,595,23523,827,208,665,1609,23089
539,795,3450,1457,882,1005,346,1278
283,409,562,1215,1561,23515,256,807
1235,522,559,374,243,225,401,1195
790,1042,436,554,24795,1056,11999,881
807,1319,1131,1064,274,231,907,1852
201,1253,363,572,89,361,1877,21
808,781,273,1356,407,822,469,375
668,545,713,885,623,351,856,176
625,465,1579,325,1327,332,797,429
759,568,440,951,1645,393,1080,624
348,535,196,1265,600,192,221,504
