1396,1427,481,725,1326,1117,928,656
2011,497,864,620,516,347,533,841
311,413,581,1094,385,532,495,1102
479,209,248,461,618,602,707,1114
343,458,338,24461,246,1451,500,489
488,920,619,910,430,405,801,669
1156,1828,170,606,610,1146,1494,91
727,1425,735,1827,624,647,355,587
529,553,587,689,789,268,664,515
1300,21503,508,296,949,1103,814,1677
474,963,391,1188,410,42648,499,365
914,165,653,785,403,457,848,662
669,1144,1134,623,932,677,909,632
283,111,1613,1073,24832,431,432,1087
350,488,65,1089,602,1191,713,978
920,305,360,1367,843,1047,823,585
484,603,965,384,454,1014,1569,426
406,232,880,272,23734,772,1603,1318
193,471,22540,1122,133,1308,1146,495
623,261,1085,581,992,1096,441,923
605,80,538,405,1825,853,399,584
469,565,1260,819,680,785,1147,569
218,407,48,813,1071,124,62,6
644,700,2177,134,584,1340,1043,1889
54,822,1667,258,402,520,348,738
933,350,24938,1729,703,612,152,506
799,1300,778,683,433,1423,822,1040
2076,766,166,469,855,313,536,374
1219,22364,968,156,709,1087,344,798
1105,614,127,743,520,479,235,754
247,728,35,1250,375,1008,65,1095
302,277,722,674,376,369,74,652
1404,1051,460,641,953,428,1302,343
236,1135,1292,0,688,1341,191,800
1029,534,425,148,707,834,891,299
172,379,233,136,1438,1503,973,396
1699,1661,77,620,1599,928,446,1317
1148,2016,977,1299,839,599,369,1383
228,22370,382,22140,1077,281,1312,1391
23992,767,680,624,376,1666,1588,22956
347,364,157,731,258,913,720,1274
452,606,539,1835,1829,294,613,890
1179,1176,646,63,481,278,1024,92
455,1232,1589,1151,755,444,1089,1198
132,460,523,1389,880,371,653,551
699,366,922,466,22001,231,338,905
869,120,851,473,877,337,599,267
406,124,444,1023,520,691,639,1099
647,481,982,852,945,509,656,635
1678,1110,1316,1471,1482,719,738,9667
866,355,549,359,812,673,1025,197
22,255,552,266,628,22850,392,821
373,1714,484,12678,437,213,335,1606
535,396,384,797,687,2159,370,626
811,630,532,613,645,776,455,1777
2477,21967,1363,162,674,987,1122,775
1236,383,1076,371,384,652,749,164
520,1393,614,741,492,521,862,343
