25282,697,866,974,131,913,479,926
25760,536,530,290,509,12642,437,1053
719,1245,1313,493,470,864,1080,815
817,518,675,814,538,2092,766,596
234,283,260,326,449,580,619,204
1058,188,682,1272,1155,630,566,1467
726,639,384,292,835,22467,843,687
521,450,661,1421,65,334,877,1082
998,3,21600,416,1385,42735,552,1353
929,955,432,356,1387,727,928,776
1341,1634,2103,21171,392,894,683,468
454,887,443,965,1082,469,720,424
485,146,23938,758,23419,1181,137,11449
208,1269,453,1171,1127,772,816,757
415,21540,696,517,735,650,1233,1184
2352,536,1189,211,531,1418,1392,1047
696,643,1057,318,600,452,705,1533
12278,648,1540,1023,1339,1535,532,878
835,21521,490,1312,951,1288,939,2407
113,1523,655,999,680,100,2108,1253
861,1244,401,715,722,213,567,2235
826,268,1193,184,539,7,334,212
702,808,1451,234,973,2790,489,1184
327,916,989,346,1716,1282,154,809
397,318,22918,3037,309,568,1157,622
214,188,182,825,741,860,407,799
375,1346,1589,337,1305,863,24957,1198
886,1322,579,229,246,2109,905,2989
914,422,2000,627,291,681,512,569
367,117,526,855,469,1631,436,614
997,851,800,91,436,850,951,2033
762,558,1332,548,582,173,860,503
25,850,610,414,515,655,1697,873
1095,549,345,467,173,1296,480,1724
442,349,350,2132,1598,445,209,9
120,38,630,2,417,23612,25267,452
1662,2298,890,938,11288,815,264,1014
2149,871,187,1267,388,358,807,466
564,523,430,667,1500,843,81,717
1013,624,713,541,758,470,281,360
171,618,731,458,461,1068,652,640
316,419,598,750,364,724,303,69
1747,174,1646,22912,2512,270,547,22823
285,109,853,1072,22403,522,877,654
411,493,661,664,488,1290,528,735
21715,661,323,1131,881,882,618,320
1298,1243,24575,813,282,479,764,3
108,3182,156,866,142,430,452,1143
1,1058,495,894,302,961,951,1680
757,1416,2625,1879,589,2508,27241,566
570,1088,1643,744,801,1085,335,22076
2940,541,531,89,563,11647,982,374
530,114,1011,2448,719,1297,922,1027
547,800,778,22474,238,137,845,226
144,1142,340,1311,911,365,490,1287
459,22467,537,847,927,816,976,409
970,882,1295,681,456,302,84,635
1258,388,496,511,554,768,378,391
