469,345,439,262,908,24229,13510,426
911,672,879,721,764,440,558,1260
1078,409,552,327,420,798,439,854
901,1829,939,953,661,636,1272,575
985,830,430,436,2422,89,2071,1123
1042,867,617,686,846,643,1102,658
22040,1601,868,507,795,972,53,454
2190,1028,1245,611,1197,274,510,460
666,197,728,21820,493,695,1224,1119
480,569,617,901,511,518,1298,1423
1217,951,11731,886,544,378,1218,441
1405,810,745,1326,403,514,1291,236
507,683,891,127,11591,695,866,1446
1318,707,755,533,477,830,729,1392
687,587,553,852,576,1841,1072,223
729,480,1910,254,796,693,966,22786
18,1825,391,1257,823,688,24198,705
422,400,1692,1490,1217,1613,326,681
261,341,22310,1187,626,420,620,380
82,328,423,640,520,22898,982,698
464,97,2687,409,395,999,233,478
1309,875,484,822,591,33,292,550
719,486,2044,1563,774,715,554,1100
781,233,232,662,1492,616,250,527
1501,113,429,335,1008,23006,170,498
797,24556,23787,930,23025,1117,230,315
55,372,48,1462,235,22804,957,959
549,850,392,22277,21747,350,212,1313
1252,908,116,297,1333,562,538,249
418,634,1437,424,808,1,1536,133
431,92,1696,977,322,724,525,882
45,1367,197,634,292,25,590,1162
847,714,377,67,608,1082,531,22622
846,1478,2788,946,805,1882,768,775
688,1473,133,2243,462,1188,732,699
23,514,97,317,644,1091,621,716
1367,353,875,76,690,958,233,646
724,631,1002,657,271,2833,491,995
21692,204,539,297,396,273,505,22010
861,22539,392,589,61,832,287,1405
313,1299,1047,918,625,473,362,372
387,924,488,1051,487,937,108,1315
396,824,583,500,514,22513,394,307
673,106,328,330,179,260,771,286
23570,862,230,1229,503,317,3051,23247
1247,529,137,20986,1268,925,696,743
575,548,1030,748,23424,477,818,972
22064,785,441,1230,483,671,362,629
205,441,234,661,21958,552,1637,2402
454,2608,87,2636,616,362,91,603
1776,610,662,369,572,334,525,2657
2666,239,312,968,23831,290,1351,892
910,897,870,701,1040,1142,1132,567
309,109,357,789,921,365,179,1187
607,1917,713,1282,956,436,906,663
533,944,275,21220,477,205,1457,1222
793,346,190,128,345,1637,408,1413
722,1064,248,252,503,22219,1639,445
